Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2021,"Tyler Anderson","PIT",4,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12880
2021,"Gregory Polanco","PIT",43,64,55,7,6,1,0,0,0,5,6,0,25,0,3,0,2,0,0,0.12727273,12907
2021,"Brandon Nimmo","NYM",17,31,25,10,9,1,0,0,0,3,6,0,6,0,0,0,0,0,0,0.4,12927
2021,"Michael Perez","PIT",15,16,12,2,2,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0.16666667,12977
2021,"Jackie Bradley Jr.","MIL",40,57,45,9,7,0,1,1,1,6,9,0,15,1,2,0,1,0,0,0.2,12984
2021,"Eduardo Rodriguez","BOS",1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13164
2021,"Max Muncy","LAD",47,92,73,24,14,3,0,7,7,18,17,1,13,2,0,0,1,0,0,0.32876712,13301
2021,"Jake Lamb","CHW",9,12,10,3,2,1,0,0,0,3,2,0,4,0,0,0,0,0,0,0.3,13329
2021,"Omar Narvaez","MIL",28,36,30,5,3,1,0,1,1,3,4,0,9,2,0,0,0,0,0,0.16666667,13338
2021,"Tyler Naquin","CIN",30,40,35,6,5,0,0,1,1,4,4,0,9,1,0,0,1,0,0,0.17142857,13359
2021,"Blake Snell","SDP",6,10,9,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0.11111111,13543
2021,"Steven Okert","MIA",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13580
2021,"Jesse Winker","CIN",48,94,81,14,12,1,0,1,1,7,12,0,24,1,0,0,2,0,0,0.17283951,13590
2021,"Corey Seager","LAD",25,58,54,16,12,1,0,3,3,11,2,0,16,2,0,0,1,0,0,0.2962963,13624
2021,"Sal Romano","CIN",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13690
2021,"Max Fried","ATL",4,8,8,3,2,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0.375,13743
2021,"David Dahl","TEX",27,56,52,6,4,2,0,0,0,1,2,0,17,1,1,0,1,0,0,0.11538462,13744
2021,"Travis Jankowski","PHI",10,11,9,2,2,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0.22222222,13768
2021,"Joey Wendle","TBR",40,74,66,12,9,3,0,0,0,2,5,0,23,2,1,0,1,0,0,0.18181818,13853
2021,"Anthony Bemboom","LAA",4,5,4,2,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.5,13854
2021,"Brent Suter","MIL",2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13942
2021,"Rio Ruiz","BAL",9,12,12,3,1,1,0,1,1,2,0,0,3,0,0,0,0,0,0,0.25,14103
2021,"Kevin Gausman","SFG",5,11,11,2,2,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0.18181818,14107
2021,"Joey Gallo","TEX",64,137,114,29,16,3,1,9,9,21,21,0,46,2,0,0,0,0,0,0.25438596,14128
2021,"Daniel Vogelbach","MIL",21,28,25,3,2,0,0,1,1,3,3,0,8,0,0,0,1,0,0,0.12,14130
2021,"Matt Olson","OAK",64,142,126,37,19,7,0,11,11,25,13,0,30,2,1,0,1,0,0,0.29365079,14344
2021,"Raimel Tapia","COL",51,94,88,26,20,6,0,0,0,7,5,0,13,0,0,1,1,0,0,0.29545455,14350
2021,"Ronald Guzman","TEX",2,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,14388
2021,"Jake Cave","MIN",14,24,24,2,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0.08333333,14477
2021,"Nomar Mazara","DET",13,23,21,2,2,0,0,0,0,3,2,0,8,0,0,0,1,0,0,0.0952381,14553
2021,"Franchy Cordero","BOS",11,14,12,2,2,0,0,0,0,1,1,0,4,0,0,1,0,0,0,0.16666667,14567
2021,"Harold Castro","DET",14,22,21,3,3,0,0,0,0,1,0,0,7,0,0,1,1,0,0,0.14285714,14691
2021,"Brett Phillips","TBR",37,67,58,6,5,1,0,0,0,2,7,0,34,0,0,2,1,0,0,0.10344828,14735
2021,"Julio Urias","LAD",5,7,6,2,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0.33333333,14765
2021,"Mike Yastrzemski","SFG",43,85,73,15,10,4,0,1,1,6,9,0,20,2,1,0,1,0,0,0.20547945,14854
2021,"Tony Kemp","OAK",34,67,50,11,8,1,0,2,2,8,13,0,14,3,1,0,0,0,0,0.22,14894
2021,"Chase De Jong","PIT",3,4,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,15036
2021,"Dom Nunez","COL",18,23,22,2,1,0,0,1,1,2,1,0,12,0,0,0,0,0,0,0.09090909,15055
2021,"Ryan McMahon","COL",49,95,86,19,12,4,0,3,3,7,8,1,30,0,1,0,2,0,0,0.22093023,15112
2021,"Josh VanMeter","ARI",15,19,18,5,3,1,0,1,1,6,1,0,6,0,0,0,0,0,0,0.27777778,15170
2021,"Jake Bauers","2 Tms",32,56,51,14,12,2,0,0,0,3,4,0,18,0,0,0,0,0,0,0.2745098,15194
2021,"Adam Frazier","PIT",56,108,97,30,18,7,2,3,3,14,8,0,17,3,0,0,1,0,0,0.30927835,15223
2021,"Mike Tauchman","2 Tms",23,37,30,6,5,1,0,0,0,1,6,0,12,1,0,0,0,0,0,0.2,15274
2021,"Jeff McNeil","NYM",33,42,33,9,9,0,0,0,0,2,7,0,5,2,0,0,1,0,0,0.27272727,15362
2021,"Andrew Heaney","LAA",1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15423
2021,"Matthew Boyd","DET",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15440
2021,"Justin Williams","STL",12,19,15,2,2,0,0,0,0,3,4,1,7,0,0,0,0,0,0,0.13333333,15490
2021,"J.P. Crawford","SEA",61,148,139,42,31,9,0,2,2,15,9,0,21,0,0,0,4,0,0,0.30215827,15491
2021,"Mike Ford","NYY",10,12,10,1,1,0,0,0,0,1,1,0,4,1,0,0,1,0,0,0.1,15585
2021,"Dominic Smith","NYM",50,81,72,25,17,6,0,2,2,15,6,0,17,1,2,0,1,0,0,0.34722222,15653
2021,"Billy McKinney","2 Tms",32,46,42,8,4,3,0,1,1,2,4,0,18,0,0,0,0,0,0,0.19047619,15654
2021,"Austin Meadows","TBR",60,128,109,23,16,6,0,1,1,15,12,0,29,3,4,0,1,0,0,0.21100917,15672
2021,"Reese McGuire","TOR",17,23,22,2,1,1,0,0,0,0,1,0,8,0,0,0,0,0,0,0.09090909,15674
2021,"Rowdy Tellez","2 Tms",22,26,23,6,5,0,0,1,1,1,1,0,7,2,0,0,0,0,0,0.26086957,15679
2021,"Chance Sisco","BAL",8,9,8,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.125,15694
2021,"Tyler Wade","NYY",16,28,27,9,8,0,1,0,0,1,1,0,7,0,0,0,1,0,0,0.33333333,15730
