Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2021,"Rafael Ortega","CHC",31,65,59,16,10,4,0,2,2,6,4,0,15,1,0,1,1,0,0,0.27118644,10323
2021,"Cesar Hernandez","CLE",80,243,220,50,33,9,2,6,6,22,20,0,57,2,1,0,1,0,0,0.22727273,10556
2021,"Corey Dickerson","MIA",57,180,164,43,30,9,2,2,2,11,13,0,34,3,0,0,3,0,0,0.26219512,10762
2021,"Jurickson Profar","SDP",85,237,201,47,35,9,1,2,2,17,32,1,37,2,1,1,7,0,0,0.23383085,10815
2021,"Jared Hoying","TOR",1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10882
2021,"Jacob deGrom","NYM",11,22,22,7,6,1,0,0,0,3,0,0,7,0,0,0,0,0,0,0.31818182,10954
2021,"Kevin Kiermaier","TBR",53,143,131,32,21,8,1,2,2,14,11,1,37,1,0,0,2,0,0,0.24427481,11038
2021,"Kole Calhoun","ARI",18,51,49,13,10,1,0,2,2,4,2,0,11,0,0,0,1,0,0,0.26530612,11200
2021,"Adam Eaton","2 Tms",59,193,165,35,21,7,2,5,5,26,18,0,48,6,0,4,5,0,0,0.21212121,11205
2021,"Mike Freeman","CIN",21,42,37,8,8,0,0,0,0,2,4,1,11,1,0,0,1,0,0,0.21621622,11241
2021,"Yasmani Grandal","CHW",59,181,140,23,10,3,0,10,10,27,39,0,50,1,1,0,9,0,0,0.16428571,11368
2021,"Tony Wolters","CHC",11,22,17,3,3,0,0,0,0,0,4,0,8,0,0,1,1,0,0,0.17647059,11470
2021,"Odubel Herrera","PHI",55,150,137,30,16,9,1,4,4,19,9,0,27,1,3,0,0,0,0,0.2189781,11476
2021,"Christian Yelich","MIL",58,196,155,40,29,7,0,4,4,19,38,4,51,3,0,0,3,0,0,0.25806452,11477
2021,"Robbie Ray","TOR",2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11486
2021,"Bryce Harper","PHI",65,198,173,51,26,12,0,13,13,30,22,4,38,2,1,0,6,0,0,0.29479769,11579
2021,"Kyle Ryan","CHC",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11753
