Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
2021,"Jake Hager","NYM",3,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,12198
2021,"Dan Winkler","CHC",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12237
2021,"Kevan Smith","2 Tms",19,50,46,10,8,2,0,0,0,2,4,1,18,0,0,0,0,0,0,0.2173913,12284
2021,"Kevin Pillar","NYM",59,148,140,31,20,4,1,6,6,20,6,0,38,2,0,0,5,0,0,0.22142857,12434
2021,"Seth Lugo","NYM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12447
2021,"Curt Casali","SFG",39,107,89,24,13,6,1,4,4,16,16,3,26,2,0,0,1,0,0,0.26966292,12510
2021,"Marcus Semien","TOR",87,287,256,73,39,17,1,16,16,38,28,0,69,1,2,0,4,0,0,0.28515625,12533
2021,"C.J. Cron","COL",72,201,165,37,22,6,1,8,8,23,27,0,42,7,2,0,3,0,0,0.22424242,12546
2021,"John Hicks","TEX",6,16,16,5,3,0,0,2,2,4,0,0,3,0,0,0,1,0,0,0.3125,12547
2021,"Eugenio Suarez","CIN",84,287,256,48,26,7,0,15,15,44,23,0,82,5,3,0,6,0,0,0.1875,12552
2021,"Trevor Story","COL",73,241,211,51,31,11,2,7,7,30,22,2,60,4,4,0,3,0,0,0.24170616,12564
2021,"Jerad Eickhoff","NYM",4,5,3,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.33333333,12664
2021,"Ryne Harper","WSN",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12680
2021,"Trevor Bauer","LAD",8,15,13,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,12703
2021,"Adrian Houser","MIL",13,20,20,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0.05,12718
2021,"Sonny Gray","CIN",8,12,12,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.08333333,12768
2021,"Andy Burns","LAD",3,4,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.5,12779
2021,"Matt Wisler","SFG",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12804
2021,"George Springer","TOR",22,58,51,11,5,1,0,5,5,9,7,0,14,0,0,0,0,0,0,0.21568627,12856
2021,"James McCann","NYM",71,198,181,40,31,5,0,4,4,16,15,0,59,1,1,0,6,0,0,0.22099448,12859
2021,"Anthony Rendon","LAA",54,169,150,39,25,10,0,4,4,26,17,1,32,1,1,0,4,0,0,0.26,12861
2021,"Archie Bradley","PHI",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12918
2021,"Brandon Nimmo","NYM",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12927
2021,"Phillip Evans","PIT",56,155,136,27,20,3,0,4,4,9,16,0,36,3,0,0,3,0,0,0.19852941,12950
2021,"Joe Musgrove","SDP",16,26,23,1,1,0,0,0,0,0,1,0,12,0,0,2,0,0,0,0.04347826,12970
2021,"Joe Ross","WSN",14,25,21,7,7,0,0,0,0,3,0,0,9,0,0,4,0,0,0,0.33333333,12972
2021,"Austin Hedges","CLE",41,114,105,19,15,1,0,3,3,12,5,1,39,1,1,2,2,0,0,0.18095238,12976
2021,"Javier Baez","CHC",79,252,235,54,31,7,2,14,14,45,8,1,98,5,3,0,3,0,0,0.22978723,12979
2021,"Cam Gallagher","KCR",22,46,41,7,5,2,0,0,0,1,2,0,10,0,1,1,0,0,0,0.17073171,12981
2021,"John Andreoli","SDP",3,5,4,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0.25,13012
2021,"Anthony DeSclafani","SFG",15,26,23,1,0,1,0,0,0,1,0,0,16,0,0,3,0,0,0,0.04347826,13050
2021,"Teoscar Hernandez","TOR",68,228,211,60,45,8,0,7,7,35,17,1,59,0,0,0,2,0,0,0.28436019,13066
2021,"Yu Darvish","SDP",12,25,24,4,2,2,0,0,0,1,0,0,8,1,0,0,1,0,0,0.16666667,13074
2021,"Zach Davies","CHC",15,23,19,4,4,0,0,0,0,2,0,0,6,0,0,4,0,0,0,0.21052632,13183
2021,"Orlando Arcia","2 Tms",13,40,37,6,5,0,0,1,1,5,3,1,11,0,0,0,2,0,0,0.16216216,13185
2021,"Mike Zunino","TBR",54,144,125,16,5,1,0,10,10,20,13,0,61,5,1,0,3,0,0,0.128,13265
2021,"Ross Stripling","TOR",2,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13273
2021,"Deven Marrero","MIA",1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13325
2021,"Luke Maile","MIL",6,18,16,2,1,1,0,0,0,1,1,0,5,1,0,0,0,0,0,0.125,13355
2021,"Stephen Piscotty","OAK",35,82,76,12,7,2,0,3,3,7,5,0,27,1,0,0,0,0,0,0.15789474,13367
2021,"Erik Gonzalez","PIT",60,156,152,31,25,5,1,0,0,9,3,0,29,0,1,0,3,0,0,0.20394737,13369
2021,"Christian Walker","ARI",55,166,154,36,25,6,1,4,4,16,9,0,40,2,1,0,4,0,0,0.23376623,13419
2021,"Marcus Stroman","NYM",11,23,20,2,0,2,0,0,0,1,2,0,10,0,0,1,0,0,0,0.1,13431
2021,"Lucas Sims","CIN",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13470
2021,"Tom Murphy","SEA",41,93,83,15,9,3,0,3,3,10,8,0,33,0,2,0,2,0,0,0.18072289,13499
2021,"Jose Peraza","NYM",39,79,72,17,11,3,0,3,3,9,5,0,14,2,0,0,4,0,0,0.23611111,13593
2021,"Humberto Arteaga","WSN",1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13595
2021,"Patrick Wisdom","CHC",33,83,78,21,9,2,0,10,10,20,4,0,31,1,0,0,0,0,0,0.26923077,13602
2021,"Mookie Betts","LAD",76,272,231,63,34,18,2,9,9,29,31,1,41,7,3,0,2,0,0,0.27272727,13611
2021,"Carson Kelly","ARI",48,128,106,24,17,4,0,3,3,12,15,0,33,4,3,0,4,0,0,0.22641509,13620
2021,"Clay Holmes","PIT",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13649
2021,"Tyrone Taylor","MIL",48,105,88,19,12,3,1,3,3,20,11,0,25,5,1,0,3,0,0,0.21590909,13675
2021,"Corey Oswalt","NYM",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13677
2021,"John Gant","STL",9,14,9,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,13684
2021,"Robert Gsellman","NYM",4,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13696
2021,"Jake Faria","ARI",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13699
2021,"Jacob Stallings","PIT",61,176,155,42,26,11,1,4,4,27,19,0,34,2,0,0,4,0,0,0.27096774,13723
2021,"Tomas Nido","NYM",29,75,70,19,15,1,1,2,2,10,2,0,21,3,0,0,0,0,0,0.27142857,13755
2021,"Chris Taylor","LAD",84,250,211,53,39,6,1,7,7,28,32,0,64,6,1,0,3,0,0,0.25118483,13757
2021,"Chris Stratton","PIT",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13761
2021,"Rob Refsnyder","MIN",14,39,34,9,6,2,0,1,1,7,4,0,11,0,1,0,1,0,0,0.26470588,13770
2021,"Zach Eflin","PHI",10,22,18,0,0,0,0,0,0,1,1,0,7,1,0,2,0,0,0,0,13774
2021,"Alex Wood","SFG",13,29,24,0,0,0,0,0,0,0,2,0,17,0,0,3,0,0,0,0,13781
2021,"Kevin Plawecki","BOS",18,42,37,8,5,3,0,0,0,1,4,0,8,0,0,1,0,0,0,0.21621622,13807
2021,"Alec Mills","CHC",7,12,11,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,13834
2021,"Matt Duffy","CHC",31,66,55,16,12,3,0,1,1,9,7,0,11,3,1,0,5,0,0,0.29090909,13836
2021,"Chris Flexen","SEA",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13896
2021,"Patrick Kivlehan","SDP",3,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,13910
